ImagePath,Timestamp
12325 run1/DJI_0644.JPG,2025-01-23 11:31:16
12325 run1/DJI_0645.JPG,2025-01-23 11:31:48
12325 run1/DJI_0646.JPG,2025-01-23 11:32:02
12325 run1/DJI_0647.JPG,2025-01-23 11:32:18
12325 run1/DJI_0648.JPG,2025-01-23 11:32:52
