X,Y,Z,Yaw,Timestamp
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
-3.5281163806776767,-2.375438201809999,0.0,0.0,25/09/2024  12:17:12 pm
