X|Y|Z|Yaw|ImagePath|Classification|GridLabel|BooleanShow|Notes|Position|FlagColor
-4.977469917884416|-1.6779068336469103|1.2830170812085264|0.0|images_2025_01_23_1/12325 run4/DJI_0716.JPG|negative|12960|1|This is a note.|1|#388E3C
-4.977469917884416|0.838524729627466|1.3778421105816954|0.0|images_2025_01_23_1/12325 run4/DJI_0717.JPG|negative|6080|1|This is a note.|2|#388E3C
-4.977469917884416|3.062347971590868|1.3706036033108822|0.0|images_2025_01_23_1/12325 run4/DJI_0718.JPG|negative|0|1|This is a note.|3|#388E3C
-3.551752646051084|3.062347971590868|1.418943447060882|0.0|images_2025_01_23_1/12325 run4/DJI_0719.JPG|negative|21|1|This is a note.|4|#388E3C
-2.8049483608050534|3.062347971590868|1.361243528313934|0.0|images_2025_01_23_1/12325 run4/DJI_0720.JPG|horizontal|32|1|This is a note.|5|#D32F2F
-2.0581440755590226|3.062347971590868|1.3770428122952572|0.0|images_2025_01_23_1/12325 run4/DJI_0721.JPG|horizontal|43|1|This is a note.|6|#D32F2F
-1.1755571929955315|3.062347971590868|1.3832521857693785|0.0|images_2025_01_23_1/12325 run4/DJI_0722.JPG|horizontal|57|1|This is a note.|7|#D32F2F
-1.447122387630452|3.062347971590868|0.9473035754635925|0.0|images_2025_01_23_1/12325 run4/DJI_0723.JPG|vertical|57|1|This is a note.|7|#D32F2F
-0.7003181023844212|3.062347971590868|0.940964979119598|0.0|images_2025_01_23_1/12325 run4/DJI_0724.JPG|vertical|57|1|This is a note.|7|#D32F2F
0.1143774815203393|3.062347971590868|0.9565663160756224|0.0|images_2025_01_23_1/12325 run4/DJI_0725.JPG|vertical|79|1|This is a note.|8|#F57C00
0.5896165721314501|3.062347971590868|1.2950102509930723|0.0|images_2025_01_23_1/12325 run4/DJI_0726.JPG|diagonal|79|1|This is a note.|8|#F57C00
1.2685295587187513|3.062347971590868|1.7245991649106136|0.0|images_2025_01_23_1/12325 run4/DJI_0727.JPG|diagonal|92|1|This is a note.|9|#F57C00
1.8795512466473208|3.062347971590868|1.7470342339947809|0.0|images_2025_01_23_1/12325 run4/DJI_0728.JPG|diagonal|106|1|This is a note.|10|#F57C00
2.151116441282242|3.062347971590868|2.201804441399871|0.0|images_2025_01_23_1/12325 run4/DJI_0729.JPG|vertical|106|1|This is a note.|10|#F57C00
2.5584642332346226|3.062347971590868|2.2025566520169364|0.0|images_2025_01_23_1/12325 run4/DJI_0730.JPG|vertical|106|1|This is a note.|10|#F57C00
3.237377219821924|3.062347971590868|2.2081430377438647|0.0|images_2025_01_23_1/12325 run4/DJI_0731.JPG|vertical|121|1|This is a note.|11|#F57C00
4.119964102385414|3.062347971590868|2.2042718352749926|0.0|images_2025_01_23_1/12325 run4/DJI_0732.JPG|diagonal|134|1|This is a note.|12|#F57C00
4.798877088972716|3.062347971590868|2.2095373095944506|0.0|images_2025_01_23_1/12325 run4/DJI_0733.JPG|vertical|144|1|This is a note.|13|#F57C00
5.817246568853667|2.360088000444532|2.170485061593353|0.0|images_2025_01_23_1/12325 run4/DJI_0734.JPG|vertical|3359|1|This is a note.|14|#D32F2F
5.817246568853667|2.360088000444532|1.7352244080975645|0.0|images_2025_01_23_1/12325 run4/DJI_0735.JPG|horizontal|3359|1|This is a note.|14|#D32F2F
5.817246568853667|1.7748713578225828|1.333175939507782|0.0|images_2025_01_23_1/12325 run4/DJI_0736.JPG|diagonal|3359|1|This is a note.|14|#D32F2F
5.817246568853667|1.8919146863469725|0.8819365920498962|0.0|images_2025_01_23_1/12325 run4/DJI_0737.JPG|diagonal|3359|1|This is a note.|14|#D32F2F
5.817246568853667|1.482263036511609|0.9463890613988036|-95.00984191894528|images_2025_01_23_1/12325 run4/DJI_0738.JPG|negative|3359|1|This is a note.|14|#D32F2F
5.817246568853667|1.3652197079872193|0.937398237176239|-95.00984191894528|images_2025_01_23_1/12325 run4/DJI_0739.JPG|negative|3359|1|This is a note.|14|#D32F2F
5.817246568853667|0.838524729627466|0.9134385408833616|-95.00984191894528|images_2025_01_23_1/12325 run4/DJI_0740.JPG|negative|6239|1|This is a note.|15|#388E3C
5.817246568853667|-0.0978218985676506|0.9014039458706972|-95.00984191894528|images_2025_01_23_1/12325 run4/DJI_0741.JPG|negative|9279|1|This is a note.|16|#388E3C
5.817246568853667|-0.4489518841408193|1.0034825028851624|-95.00984191894528|images_2025_01_23_1/12325 run4/DJI_0742.JPG|negative|9279|1|This is a note.|16|#388E3C
3.848398907750494|-2.7312967903664167|1.0779787721112366|-95.00984191894528|images_2025_01_23_1/12325 run4/DJI_0743.JPG|negative|15968|1|This is a note.|17|#388E3C
3.7126163104330336|-2.7312967903664167|1.056223315186798|-167.05260467529288|images_2025_01_23_1/12325 run4/DJI_0744.JPG|negative|15968|1|This is a note.|17|#388E3C
3.644725011774304|-2.7312967903664167|1.0319500388577576|-167.05260467529288|images_2025_01_23_1/12325 run4/DJI_0745.JPG|negative|15968|1|This is a note.|17|#388E3C
1.8116599479885915|-2.7312967903664167|1.0517768086865538|-167.05260467529288|images_2025_01_23_1/12325 run4/DJI_0746.JPG|negative|15940|1|This is a note.|18|#388E3C
0.7253991694489104|-2.7312967903664167|1.0479915561154478|-167.05260467529288|images_2025_01_23_1/12325 run4/DJI_0747.JPG|negative|15924|1|This is a note.|19|#388E3C
0.1143774815203393|-2.7312967903664167|1.052897376008331|-167.05260467529288|images_2025_01_23_1/12325 run4/DJI_0748.JPG|negative|15915|1|This is a note.|20|#388E3C
-1.1076658943368014|-2.7312967903664167|1.0621565999463194|-167.05260467529288|images_2025_01_23_1/12325 run4/DJI_0749.JPG|negative|15897|1|This is a note.|21|#388E3C
