X,Y,Z,Yaw,Timestamp
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
-3.5196027320881185,-1.9313184819011449,0.0,0.0,25/09/2024  12:17:12 pm
